license_plate,month,visit_count,total,cornsilk,slate_gray,navajo_white,avg_trip
IN-DW-113,2020.11,7,267.0,18,30,18,38.142857142857146
EBE-DX-63,2020.11,3,101.5,7,13,6,33.833333333333336
DEG-CP-3,2020.11,3,77.0,7,8,5,25.666666666666668
H-S-495,2020.11,3,64.0,11,4,4,21.333333333333332
TIR-UI-954,2020.11,2,81.0,9,6,6,40.5
MD-FU-28,2020.11,4,109.5,11,11,7,27.375
C-PQ-668,2020.11,3,122.5,7,9,11,40.833333333333336
S-V-2475,2020.11,6,152.0,6,22,9,25.333333333333332
WN-BB-5918,2020.11,6,175.5,16,17,12,29.25
GAP-MQ-6,2020.11,8,237.5,19,19,19,29.6875
AP-PC-542,2020.11,1,49.5,2,1,6,49.5
OAL-A-459,2020.11,1,48.5,5,1,5,48.5
DH-WY-99,2020.11,3,87.0,5,12,5,29.0
MN-W-7,2020.11,1,5.5,1,1,0,5.5
SLK-O-32,2020.11,3,111.5,5,9,10,37.166666666666664
BZ-J-5472,2020.11,1,60.0,2,4,6,60.0
UN-KX-61,2020.11,3,77.0,7,8,5,25.666666666666668
SPN-KF-8545,2020.11,4,142.0,15,10,11,35.5
OPR-TN-8,2020.11,2,64.0,4,8,4,32.0
FS-V-665,2020.11,2,44.5,3,3,4,22.25
WOB-RZ-79,2020.11,5,127.0,18,10,8,25.4
EIC-NB-96,2020.11,5,139.0,10,10,12,27.8
KN-A-348,2020.11,5,103.5,8,5,10,20.7
TIR-F-322,2020.11,2,36.0,4,2,3,18.0
LOS-M-36,2020.11,5,154.5,16,15,10,30.9
MZ-SC-1833,2020.11,4,93.0,8,12,5,23.25
KU-B-49,2020.11,2,81.0,2,2,10,40.5
MKK-UL-342,2020.11,7,271.5,8,15,29,38.785714285714285
LD-CL-4527,2020.11,6,161.0,14,10,14,26.833333333333332
WAF-G-264,2020.11,10,392.0,14,42,31,39.2
REG-SE-5415,2020.11,6,171.5,7,21,12,28.583333333333332
DU-U-83,2020.11,2,37.5,3,3,3,18.75
IN-B-594,2020.11,3,95.5,4,13,6,31.833333333333332
LU-U-52,2020.11,2,41.5,5,9,0,20.75
SB-H-6,2020.11,2,75.0,6,14,2,37.5
KC-EG-737,2020.11,3,57.5,6,5,4,19.166666666666668
PAF-N-97,2020.11,6,164.5,7,25,9,27.416666666666668
SW-RM-63,2020.11,2,52.5,7,3,4,26.25
BLK-D-132,2020.11,1,18.0,2,4,0,18.0
WAK-IT-6,2020.11,7,176.5,20,17,11,25.214285714285715
SPN-EF-219,2020.11,6,134.5,6,9,13,22.416666666666668
PS-YX-11,2020.11,6,179.5,11,19,13,29.916666666666668
VR-J-94,2020.11,2,36.0,4,4,2,18.0
KUS-YD-35,2020.11,7,195.5,12,17,16,27.928571428571427
GP-X-91,2020.11,4,147.0,14,14,10,36.75
KS-H-618,2020.11,3,34.0,3,6,1,11.333333333333334
EU-KF-383,2020.11,5,128.0,15,12,8,25.6
NM-UR-24,2020.11,3,89.5,8,9,6,29.833333333333332
LRO-XI-699,2020.11,2,88.5,4,7,8,44.25
NVP-WI-779,2020.11,5,124.5,15,13,7,24.9
LEV-J-62,2020.11,5,103.0,13,10,6,20.6
HSK-V-3,2020.11,1,20.0,3,4,0,20.0
TDO-EE-7943,2020.11,5,130.5,11,13,9,26.1
R-H-92,2020.11,4,147.0,7,10,14,36.75
NOH-ZD-37,2020.11,3,46.0,2,2,5,15.333333333333334
BRA-WE-53,2020.11,1,22.5,6,3,0,22.5
SAW-B-78,2020.11,3,128.0,8,12,10,42.666666666666664
GER-JT-17,2020.11,6,181.0,17,12,15,30.166666666666668
LER-M-68,2020.11,3,118.0,10,2,13,39.333333333333336
BYL-U-9,2020.11,3,90.5,5,11,6,30.166666666666668
LDS-I-15,2020.11,5,209.0,10,14,20,41.8
A-R-195,2020.11,5,137.5,18,7,11,27.5
DAH-G-83,2020.11,2,72.5,3,3,8,36.25
NVP-X-772,2020.11,6,144.0,9,12,12,24.0
BD-Z-2645,2020.11,6,177.5,17,9,16,29.583333333333332
RV-K-225,2020.11,3,67.0,2,12,3,22.333333333333332
LOS-PO-8114,2020.11,8,254.5,24,41,9,31.8125
HH-Z-6442,2020.11,1,41.0,3,2,4,41.0
WAF-V-2673,2020.11,5,79.0,15,8,3,15.8
WIL-C-44,2020.11,4,95.5,4,7,9,23.875
GZ-I-4591,2020.11,5,131.5,15,17,6,26.3
SIG-R-3871,2020.11,1,0.0,0,0,0,0.0
SAW-Y-449,2020.11,4,70.0,7,6,5,17.5
RV-B-431,2020.11,6,180.5,15,17,13,30.083333333333332
V-D-852,2020.11,3,67.0,2,8,5,22.333333333333332
MG-F-492,2020.11,5,156.5,10,9,15,31.3
FF-D-62,2020.11,4,147.5,9,7,15,36.875
MTK-O-27,2020.11,4,115.5,7,11,9,28.875
THL-U-715,2020.11,4,152.0,20,10,11,38.0
FL-CP-22,2020.11,2,44.5,3,1,5,22.25
OA-YW-78,2020.11,5,101.0,12,6,8,20.2
VK-ZT-15,2020.11,5,191.5,17,7,19,38.3
THL-PB-93,2020.11,3,161.5,9,13,14,53.833333333333336
HGW-WZ-624,2020.11,1,56.5,2,3,6,56.5
OS-D-832,2020.11,4,144.5,11,15,10,36.125
HGW-M-456,2020.11,6,144.0,16,18,7,24.0
RD-Z-98,2020.11,4,185.5,14,13,16,46.375
MM-BT-443,2020.11,6,166.5,8,15,14,27.75
MKK-Z-151,2020.11,5,176.5,6,15,16,35.3
HH-R-524,2020.11,9,229.5,29,29,10,25.5
KG-OF-875,2020.11,5,116.5,11,13,7,23.3
LIP-CU-242,2020.11,4,165.0,2,12,17,41.25
SAD-TZ-61,2020.11,6,118.0,17,12,6,19.666666666666668
FRG-JI-74,2020.11,5,151.5,11,5,16,30.3
DON-L-549,2020.11,3,20.0,3,2,1,6.666666666666667
CO-O-5,2020.11,5,112.5,2,21,5,22.5
J-UD-436,2020.11,2,65.0,1,10,4,32.5
GÖ-Y-61,2020.11,3,142.5,10,9,13,47.5
NWM-TI-235,2020.11,3,104.5,5,9,9,34.833333333333336
BRA-TH-4,2020.11,3,131.0,13,4,13,43.666666666666664
HH-T-324,2020.11,5,130.0,16,14,7,26.0
AW-UI-422,2020.11,2,107.5,3,9,10,53.75
OPR-YS-695,2020.11,3,94.0,12,8,6,31.333333333333332
OB-HL-978,2020.11,3,100.0,1,12,8,33.333333333333336
LU-QM-5755,2020.11,2,63.0,7,2,6,31.5
EMD-HX-24,2020.11,1,29.0,4,2,2,29.0
AN-LV-689,2020.11,3,53.0,2,6,4,17.666666666666668
MS-M-54,2020.11,2,35.0,0,6,2,17.5
DU-ZW-559,2020.11,8,328.5,12,23,32,41.0625
OH-Q-6,2020.11,2,82.5,1,1,11,41.25
WM-RI-753,2020.11,3,110.5,8,7,10,36.833333333333336
BOR-QF-7563,2020.11,5,156.5,3,15,14,31.3
AÖ-ZM-15,2020.11,3,76.0,10,2,7,25.333333333333332
HI-LK-5831,2020.11,3,37.5,3,9,0,12.5
FG-KL-158,2020.11,4,86.5,10,7,6,21.625
SLK-WA-97,2020.11,2,58.0,1,8,4,29.0
EA-Y-926,2020.11,3,107.5,10,5,10,35.833333333333336
R-C-42,2020.11,4,115.0,12,6,10,28.75
BOT-TZ-641,2020.11,4,102.5,4,5,11,25.625
FRG-E-4952,2020.11,2,12.0,6,0,0,6.0
VIE-B-725,2020.11,3,91.5,9,7,7,30.5
RD-UJ-8154,2020.11,4,68.5,8,5,5,17.125
ESW-WD-927,2020.11,4,90.5,5,7,8,22.625
KÜN-RF-364,2020.11,1,42.0,0,2,5,42.0
COC-Z-7,2020.11,2,37.0,1,8,1,18.5
DE-D-18,2020.11,4,225.5,20,13,20,56.375
WF-O-94,2020.11,2,33.0,6,2,2,16.5
SOK-B-14,2020.11,2,19.0,6,2,0,9.5
KÜN-SR-79,2020.11,4,162.0,11,14,13,40.5
RT-OC-157,2020.11,6,156.5,17,9,13,26.083333333333332
KL-O-98,2020.11,4,69.5,5,7,5,17.375
DLG-AY-5813,2020.11,5,136.0,12,12,10,27.2
TS-L-37,2020.11,2,45.0,5,4,3,22.5
RO-YT-78,2020.11,3,146.5,12,11,12,48.833333333333336
SE-FT-67,2020.11,4,167.5,12,21,10,41.875
WT-JM-352,2020.11,6,123.5,11,9,10,20.583333333333332
AM-VR-87,2020.11,5,145.0,13,20,7,29.0
MST-F-51,2020.11,5,191.5,10,19,15,38.3
HX-T-776,2020.11,4,83.5,5,3,9,20.875
SB-QO-122,2020.11,5,120.5,20,9,7,24.1
SW-EN-465,2020.11,4,81.5,4,7,7,20.375
AK-Q-9,2020.11,5,113.0,4,12,9,22.6
WUN-T-63,2020.11,3,57.5,6,9,2,19.166666666666668
AB-JT-79,2020.11,4,88.0,2,8,8,22.0
BAD-B-9161,2020.11,4,75.5,8,3,7,18.875
RO-P-622,2020.11,4,123.5,11,5,12,30.875
MS-F-74,2020.11,3,110.0,6,12,8,36.666666666666664
RÜG-HL-828,2020.11,3,49.5,16,3,1,16.5
WST-ZT-33,2020.11,5,105.5,16,9,6,21.1
LOS-OI-716,2020.11,4,90.5,5,9,7,22.625
H-MH-183,2020.11,5,155.5,20,9,12,31.1
HOM-F-92,2020.11,4,113.5,6,9,10,28.375
TÖL-L-974,2020.11,4,138.0,6,10,13,34.5
N-L-913,2020.11,3,89.0,6,10,6,29.666666666666668
MM-XG-2,2020.11,3,77.0,7,6,6,25.666666666666668
LA-I-541,2020.11,6,177.5,10,5,20,29.583333333333332
HWI-F-91,2020.11,2,32.5,4,1,3,16.25
WUN-RE-488,2020.11,5,135.5,10,15,9,27.1
VK-DL-57,2020.11,2,68.5,8,5,5,34.25
CHA-M-475,2020.11,3,87.0,5,10,6,29.0
OE-G-499,2020.11,4,56.5,9,5,3,14.125
BWL-T-131,2020.11,1,2.0,1,0,0,2.0
LG-W-468,2020.11,3,73.5,7,3,7,24.5
MTK-YV-854,2020.11,1,3.5,0,1,0,3.5
LA-DH-8938,2020.11,1,10.5,0,3,0,10.5
HO-CO-999,2020.11,2,72.0,8,4,6,36.0
J-RW-6,2020.11,3,75.0,6,8,5,25.0
FRG-D-5289,2020.11,1,58.0,1,0,8,58.0
MA-F-27,2020.11,3,120.5,6,11,10,40.166666666666664
STD-HK-6546,2020.11,5,163.5,10,13,14,32.7
SO-ND-149,2020.11,5,135.0,8,8,13,27.0
PLÖ-OJ-4,2020.11,1,17.5,0,5,0,17.5
EN-T-6,2020.11,4,83.0,3,8,7,20.75
JL-C-264,2020.11,1,26.0,6,2,1,26.0
FRI-V-116,2020.11,4,104.0,10,6,9,26.0
SAW-H-67,2020.11,3,100.0,8,0,12,33.333333333333336
AS-N-77,2020.11,3,100.0,8,8,8,33.333333333333336
LD-CK-793,2020.11,1,50.5,6,7,2,50.5
SP-DC-23,2020.11,3,81.0,9,4,7,27.0
NE-U-69,2020.11,3,88.0,9,4,8,29.333333333333332
HRO-VJ-86,2020.11,1,6.0,3,0,0,6.0
HN-CL-66,2020.11,3,30.5,3,3,2,10.166666666666666
KYF-N-4,2020.11,2,84.5,2,5,9,42.25
KI-HP-645,2020.11,2,80.0,5,6,7,40.0
MI-GD-9572,2020.11,2,68.5,8,9,3,34.25
DAN-DN-41,2020.11,3,147.5,2,15,13,49.166666666666664
KO-SG-852,2020.11,4,113.5,20,3,9,28.375
BD-OO-2812,2020.11,4,120.0,4,12,10,30.0
BGL-T-48,2020.11,4,123.0,9,10,10,30.75
RE-HF-341,2020.11,2,61.0,6,4,5,30.5
NW-S-36,2020.11,3,96.0,13,14,3,32.0
WAK-T-61,2020.11,4,103.5,8,15,5,25.875
AZ-YL-26,2020.11,7,155.0,18,14,10,22.142857142857142
HX-A-86,2020.11,2,40.0,6,4,2,20.0
EIC-KE-435,2020.11,2,63.5,2,7,5,31.75
WF-Q-32,2020.11,4,68.0,6,10,3,17.0
OD-NK-24,2020.11,3,127.0,4,10,12,42.333333333333336
KÜN-W-532,2020.11,3,84.5,9,9,5,28.166666666666668
OD-G-493,2020.11,1,40.5,8,7,0,40.5
NOM-V-963,2020.11,5,161.0,14,6,16,32.2
WB-XG-76,2020.11,1,59.5,7,7,3,59.5
EB-A-675,2020.11,2,63.0,7,6,4,31.5
CE-X-322,2020.11,2,61.5,8,3,5,30.75
IGB-HT-668,2020.11,3,63.5,9,7,3,21.166666666666668
MSH-E-38,2020.11,3,53.0,9,4,3,17.666666666666668
LD-OL-9852,2020.11,2,32.5,4,3,2,16.25
HZ-L-6741,2020.11,2,72.0,1,6,7,36.0
PM-S-71,2020.11,4,152.0,13,14,11,38.0
TG-JM-7,2020.11,2,25.5,4,3,1,12.75
WF-W-6,2020.11,4,59.0,12,2,4,14.75
MVL-ZW-92,2020.11,2,31.5,0,3,3,15.75
LG-AK-79,2020.11,5,190.0,18,20,12,38.0
WHV-B-96,2020.11,2,62.0,3,6,5,31.0
RO-N-61,2020.11,3,71.5,6,7,5,23.833333333333332
FFB-H-545,2020.11,5,146.5,19,17,7,29.3
MIL-Y-63,2020.11,2,53.5,4,7,3,26.75
SL-RS-233,2020.11,2,38.0,5,4,2,19.0
S-J-74,2020.11,2,58.0,8,2,5,29.0
BN-PG-22,2020.11,3,84.0,14,4,6,28.0
OF-OY-5221,2020.11,3,154.0,7,10,15,51.333333333333336
TIR-LN-5,2020.11,3,149.0,8,10,14,49.666666666666664
AE-I-81,2020.11,4,154.0,7,4,18,38.5
OE-FZ-829,2020.11,2,91.5,9,1,10,45.75
GTH-X-3,2020.11,2,95.5,11,3,9,47.75
PLÖ-OW-75,2020.11,1,70.0,7,6,5,70.0
HR-K-93,2020.11,4,73.0,12,10,2,18.25
ERZ-DZ-2336,2020.11,2,60.5,11,7,2,30.25
BÜS-MD-55,2020.11,3,70.0,7,10,3,23.333333333333332
BT-O-952,2020.11,5,123.5,18,17,4,24.7
LD-YO-917,2020.11,2,74.0,2,14,3,37.0
HN-T-98,2020.11,3,89.0,6,14,4,29.666666666666668
AN-N-555,2020.11,3,61.0,6,6,4,20.333333333333332
G-W-59,2020.11,3,69.0,10,2,6,23.0
SR-GU-712,2020.11,5,137.5,11,9,12,27.5
PE-AP-95,2020.11,4,59.0,12,6,2,14.75
DU-P-431,2020.11,3,105.5,16,9,6,35.166666666666664
AIC-QE-232,2020.11,3,70.5,9,5,5,23.5
RS-K-423,2020.11,4,100.0,8,8,8,25.0
DAU-W-62,2020.11,4,221.0,9,20,19,55.25
BL-GA-82,2020.11,4,94.0,5,12,6,23.5
NR-T-9115,2020.11,4,109.0,9,8,9,27.25
EU-RO-1,2020.11,2,96.0,6,10,7,48.0
WÜ-Y-1339,2020.11,1,30.0,1,4,2,30.0
LSN-P-554,2020.11,1,63.0,0,6,6,63.0
WHV-U-981,2020.11,1,17.5,0,1,2,17.5
WÜ-L-2739,2020.11,3,166.0,6,6,19,55.333333333333336
EMS-L-9414,2020.11,1,9.0,1,2,0,9.0
NW-N-736,2020.11,2,31.5,0,5,2,15.75
SM-RI-94,2020.11,1,81.0,2,4,9,81.0
PAF-Y-6449,2020.11,1,7.5,2,1,0,7.5
SOK-VS-534,2020.11,2,133.0,7,14,10,66.5
ST-UD-563,2020.11,2,56.0,7,0,6,28.0
SAD-K-6912,2020.11,2,46.0,2,4,4,23.0
MK-B-7,2020.11,2,66.0,12,0,6,33.0
AZ-DH-64,2020.11,1,44.0,1,0,6,44.0
FR-N-87,2020.11,1,17.5,0,3,1,17.5
A-H-859,2020.11,2,25.0,2,2,2,12.5
L-X-3527,2020.11,1,54.0,6,4,4,54.0
OHZ-W-68,2020.11,3,79.0,8,2,8,26.333333333333332
SM-K-177,2020.11,1,51.0,1,2,6,51.0
HBN-B-8881,2020.11,1,18.0,2,2,1,18.0
HL-WN-13,2020.11,1,30.0,1,0,4,30.0
EA-K-3,2020.11,1,77.5,9,1,8,77.5
GT-H-11,2020.11,1,16.0,8,0,0,16.0
LOS-JO-45,2020.11,1,18.5,4,1,1,18.5
MKK-CL-93,2020.11,3,99.0,11,12,5,33.0
RO-EC-6,2020.11,2,41.0,3,4,3,20.5
OAL-V-81,2020.11,1,27.5,5,3,1,27.5
SH-B-986,2020.11,1,28.5,2,3,2,28.5
NI-D-174,2020.11,1,20.0,3,0,2,20.0
VS-LV-958,2020.11,1,60.0,2,4,6,60.0
TÜ-UK-11,2020.12,6,229.5,22,17,18,38.25
LRO-XI-699,2020.12,6,205.0,15,22,14,34.166666666666664
OHZ-FH-29,2020.12,4,125.5,12,7,11,31.375
LU-U-52,2020.12,4,132.5,12,17,7,33.125
OD-NK-24,2020.12,9,255.5,21,9,26,28.38888888888889
PCH-U-396,2020.12,6,227.5,14,17,20,37.916666666666664
WE-H-269,2020.12,8,305.0,23,28,23,38.125
PS-YX-11,2020.12,4,108.0,5,8,10,27.0
SM-Z-57,2020.12,5,117.5,15,9,8,23.5
P-P-88,2020.12,7,165.5,18,11,13,23.642857142857142
MS-M-54,2020.12,1,45.5,7,1,4,45.5
GAP-MQ-6,2020.12,5,150.0,12,6,15,30.0
TIR-F-322,2020.12,5,144.0,2,20,10,28.8
BAR-E-4,2020.12,7,186.0,9,14,17,26.571428571428573
IN-B-594,2020.12,6,219.0,15,22,16,36.5
MÜ-BD-756,2020.12,9,309.5,27,19,27,34.388888888888886
VK-DL-57,2020.12,6,281.5,20,19,25,46.916666666666664
BOR-QF-7563,2020.12,4,127.5,13,11,9,31.875
KI-H-31,2020.12,5,115.5,7,17,6,23.1
BRB-FQ-23,2020.12,4,112.5,23,3,8,28.125
WF-O-94,2020.12,6,186.5,18,7,18,31.083333333333332
MST-F-51,2020.12,6,123.5,18,9,8,20.583333333333332
FRG-RA-776,2020.12,6,265.0,17,16,25,44.166666666666664
KL-ON-8,2020.12,9,291.0,37,14,24,32.333333333333336
C-F-37,2020.12,8,219.0,15,22,16,27.375
STD-HK-6546,2020.12,7,144.5,11,13,11,20.642857142857142
ES-P-63,2020.12,9,330.0,18,30,27,36.666666666666664
FR-X-57,2020.12,2,64.5,6,3,6,32.25
LA-I-541,2020.12,5,97.0,17,10,4,19.4
EIC-NB-96,2020.12,5,226.0,22,6,23,45.2
VS-N-463,2020.12,4,129.5,7,13,10,32.375
AN-JI-788,2020.12,6,183.5,20,19,11,30.583333333333332
EN-T-6,2020.12,5,110.5,15,7,8,22.1
WM-X-147,2020.12,8,247.5,24,21,18,30.9375
HR-F-73,2020.12,6,191.0,15,14,16,31.833333333333332
CHA-I-62,2020.12,3,111.0,3,0,15,37.0
CB-VW-163,2020.12,6,96.0,20,6,5,16.0
DLG-S-3456,2020.12,4,182.0,7,14,17,45.5
EIC-OX-514,2020.12,5,108.5,7,13,7,21.7
NI-D-174,2020.12,4,169.5,13,13,14,42.375
LD-OL-9852,2020.12,7,176.0,18,14,13,25.142857142857142
KUS-YD-35,2020.12,7,204.5,13,17,17,29.214285714285715
DAU-RO-8584,2020.12,3,68.5,8,9,3,22.833333333333332
EMS-L-9414,2020.12,7,163.0,15,18,10,23.285714285714285
BYL-U-9,2020.12,3,123.5,11,13,8,41.166666666666664
NE-JC-978,2020.12,9,406.0,14,30,39,45.111111111111114
KG-OF-875,2020.12,5,192.5,21,9,17,38.5
SO-XK-811,2020.12,5,152.0,13,16,10,30.4
FRG-E-4952,2020.12,10,282.5,24,15,26,28.25
FT-WA-722,2020.12,3,116.5,11,15,6,38.833333333333336
SAD-J-174,2020.12,5,99.5,6,11,7,19.9
BWL-K-815,2020.12,7,190.0,11,24,12,27.142857142857142
UN-KX-61,2020.12,5,98.0,14,12,4,19.6
WO-M-713,2020.12,7,275.5,10,15,29,39.357142857142854
S-E-6,2020.12,4,137.5,18,15,7,34.375
SOK-VS-534,2020.12,6,132.0,17,14,7,22.0
BAR-F-5,2020.12,7,267.5,13,15,27,38.214285714285715
GS-W-438,2020.12,2,52.5,0,7,4,26.25
HS-TM-25,2020.12,5,199.5,7,23,15,39.9
SAD-TZ-61,2020.12,7,182.5,16,23,10,26.071428571428573
PAF-YC-949,2020.12,3,119.5,9,7,11,39.833333333333336
ND-I-232,2020.12,6,193.0,9,18,16,32.166666666666664
DU-DP-8,2020.12,6,201.0,13,16,17,33.5
GP-X-91,2020.12,7,176.5,20,7,16,25.214285714285715
HR-Q-1412,2020.12,7,291.5,11,23,27,41.642857142857146
GR-VF-571,2020.12,8,204.0,18,20,14,25.5
BS-VO-17,2020.12,3,130.5,11,19,6,43.5
LG-AK-79,2020.12,6,190.0,11,14,17,31.666666666666668
OAL-V-81,2020.12,7,175.5,23,11,13,25.071428571428573
FRG-D-5289,2020.12,7,133.0,21,8,9,19.0
SN-PC-727,2020.12,4,126.5,9,11,10,31.625
LIP-CU-242,2020.12,4,106.5,13,3,10,26.625
RO-N-61,2020.12,5,136.5,7,7,14,27.3
NOM-WG-8254,2020.12,7,255.5,14,27,19,36.5
MST-ZK-6,2020.12,7,116.0,9,22,3,16.571428571428573
SPN-KF-8545,2020.12,9,201.0,20,20,13,22.333333333333332
DL-TE-9762,2020.12,4,139.5,5,11,13,34.875
MA-I-87,2020.12,3,83.0,10,12,3,27.666666666666668
GER-X-49,2020.12,8,293.0,17,24,25,36.625
KU-B-49,2020.12,8,325.0,12,12,37,40.625
TS-A-25,2020.12,4,121.0,15,12,7,30.25
LER-M-68,2020.12,7,298.5,11,21,29,42.642857142857146
BZ-B-2936,2020.12,10,371.5,16,27,35,37.15
WOB-BU-1256,2020.12,6,290.5,14,19,28,48.416666666666664
BWL-H-12,2020.12,1,57.0,4,2,6,57.0
PIR-E-79,2020.12,6,165.0,9,10,16,27.5
WHV-T-22,2020.12,5,142.0,8,6,15,28.4
PAF-C-7,2020.12,5,171.0,19,8,15,34.2
WST-ZT-33,2020.12,9,336.5,30,35,22,37.388888888888886
BRA-WE-53,2020.12,2,87.5,0,3,11,43.75
IN-DW-113,2020.12,7,231.5,16,27,15,33.07142857142857
RO-P-622,2020.12,8,222.5,29,17,15,27.8125
EE-AM-913,2020.12,7,207.0,16,12,19,29.571428571428573
OE-VX-791,2020.12,6,154.0,14,10,13,25.666666666666668
AÖ-FO-75,2020.12,7,242.5,18,17,21,34.642857142857146
OHV-NV-458,2020.12,5,141.5,6,17,10,28.3
ZW-F-6,2020.12,2,60.5,4,3,6,30.25
MVL-U-16,2020.12,4,134.5,13,9,11,33.625
RT-SA-7926,2020.12,4,144.0,9,16,10,36.0
TS-L-37,2020.12,5,169.5,13,13,14,33.9
HAM-D-6,2020.12,7,184.0,15,16,14,26.285714285714285
GTH-VJ-64,2020.12,6,176.5,20,13,13,29.416666666666668
LDS-A-26,2020.12,5,165.0,9,20,11,33.0
FRG-JI-74,2020.12,6,171.5,14,29,6,28.583333333333332
KS-NO-59,2020.12,6,267.5,20,29,18,44.583333333333336
DAH-D-36,2020.12,6,154.5,16,11,12,25.75
THL-U-715,2020.12,3,89.5,15,5,6,29.833333333333332
BP-PV-56,2020.12,4,134.0,18,12,8,33.5
MS-NB-8274,2020.12,5,154.0,14,8,14,30.8
MK-B-7,2020.12,5,144.5,11,11,12,28.9
HSK-L-873,2020.12,5,130.5,18,7,10,26.1
OE-FZ-829,2020.12,8,305.5,18,43,17,38.1875
AK-Q-9,2020.12,5,110.0,6,12,8,22.0
SE-FT-67,2020.12,7,195.0,10,10,20,27.857142857142858
GÜ-HR-5253,2020.12,10,306.5,29,21,25,30.65
MYK-M-28,2020.12,2,95.5,4,7,9,47.75
FD-QX-71,2020.12,5,246.0,18,12,24,49.2
FS-V-665,2020.12,3,82.0,6,8,6,27.333333333333332
IGB-O-746,2020.12,11,209.5,19,17,16,19.045454545454547
LSA-IH-9,2020.12,7,157.0,19,8,13,22.428571428571427
RÜG-HL-828,2020.12,4,67.0,2,8,5,16.75
LEV-J-62,2020.12,3,113.0,4,6,12,37.666666666666664
KB-RK-157,2020.12,6,149.0,8,22,8,24.833333333333332
ES-RW-45,2020.12,6,174.5,19,13,13,29.083333333333332
SLK-O-32,2020.12,8,226.5,31,13,17,28.3125
OH-C-49,2020.12,7,330.5,13,29,29,47.214285714285715
HR-K-93,2020.12,5,219.0,15,24,15,43.8
GÜ-RR-98,2020.12,6,260.0,25,22,19,43.333333333333336
MÜ-G-464,2020.12,4,105.0,14,6,8,26.25
WUG-A-559,2020.12,8,314.5,19,15,32,39.3125
G-W-9626,2020.12,2,111.5,5,1,14,55.75
FG-KL-158,2020.12,7,270.0,16,6,31,38.57142857142857
WIL-A-2679,2020.12,6,254.5,17,19,22,42.416666666666664
PB-DR-126,2020.12,4,90.5,12,9,5,22.625
GR-S-678,2020.12,4,99.0,4,12,7,24.75
HP-U-143,2020.12,5,113.5,13,15,5,22.7
EA-CK-47,2020.12,4,153.5,12,9,14,38.375
EB-K-64,2020.12,3,102.5,4,11,8,34.166666666666664
MOL-HA-69,2020.12,3,103.0,13,2,10,34.333333333333336
TUT-O-99,2020.12,3,110.5,8,5,11,36.833333333333336
HF-L-52,2020.12,8,234.5,21,25,15,29.3125
GF-G-82,2020.12,8,205.5,17,15,17,25.6875
GER-JT-17,2020.12,6,143.0,19,16,7,23.833333333333332
CO-O-5,2020.12,5,125.0,3,8,13,25.0
IGB-HT-668,2020.12,3,95.0,9,12,5,31.666666666666668
NVP-X-772,2020.12,6,136.0,12,16,8,22.666666666666668
G-W-59,2020.12,4,75.0,6,12,3,18.75
NW-MZ-535,2020.12,2,72.0,1,6,7,36.0
LAU-KU-242,2020.12,3,67.0,9,6,4,22.333333333333332
HBN-NT-57,2020.12,10,296.0,29,18,25,29.6
LM-SX-381,2020.12,4,175.0,7,14,16,43.75
AS-N-77,2020.12,5,148.5,6,11,14,29.7
LIF-DV-2,2020.12,5,116.5,11,17,5,23.3
HN-T-98,2020.12,4,109.0,16,12,5,27.25
BI-A-677,2020.12,10,349.0,10,26,34,34.9
GZ-I-4591,2020.12,5,177.5,17,19,11,35.5
OA-YW-78,2020.12,6,155.0,11,12,13,25.833333333333332
WUG-NT-542,2020.12,3,56.0,7,8,2,18.666666666666668
WUG-BQ-649,2020.12,4,179.5,11,11,17,44.875
DAU-W-62,2020.12,6,172.0,16,16,12,28.666666666666668
NVP-PG-374,2020.12,6,150.5,7,11,14,25.083333333333332
KF-G-9,2020.12,4,128.0,8,8,12,32.0
KA-VA-761,2020.12,5,211.0,11,16,19,42.2
WTM-E-4671,2020.12,7,203.0,14,24,13,29.0
WTM-NF-794,2020.12,6,218.0,11,20,18,36.333333333333336
COC-Z-7,2020.12,7,250.5,22,19,20,35.785714285714285
HVL-A-891,2020.12,3,41.5,5,3,3,13.833333333333334
WL-SC-855,2020.12,3,145.0,6,14,12,48.333333333333336
RV-AQ-65,2020.12,8,284.0,16,24,24,35.5
MA-AA-3645,2020.12,9,339.0,19,40,23,37.666666666666664
DGF-FJ-94,2020.12,2,66.0,12,2,5,33.0
WE-PQ-4,2020.12,4,98.5,9,11,6,24.625
LD-CL-4527,2020.12,6,145.0,20,6,12,24.166666666666668
FFB-N-22,2020.12,7,195.5,12,13,18,27.928571428571427
CHA-M-475,2020.12,11,398.0,38,28,32,36.18181818181818
LOS-JO-45,2020.12,7,223.5,19,23,15,31.928571428571427
BA-A-92,2020.12,7,195.0,17,12,17,27.857142857142858
S-V-2475,2020.12,5,129.0,12,8,11,25.8
PAF-U-154,2020.12,11,434.0,35,24,40,39.45454545454545
SLF-G-6848,2020.12,2,113.0,4,4,13,56.5
WIL-C-44,2020.12,6,207.0,16,14,18,34.5
HH-R-524,2020.12,4,170.5,17,17,11,42.625
HDH-ZE-418,2020.12,4,129.5,7,13,10,32.375
FB-IP-9853,2020.12,6,155.0,18,10,12,25.833333333333332
ESW-WD-927,2020.12,7,185.5,14,15,15,26.5
DH-G-8,2020.12,4,122.0,5,4,14,30.5
HF-G-1813,2020.12,8,305.0,30,22,24,38.125
